listing_no,title,price,sqm,rooms,address
127,"
                ***NEUBAU-ERSTBEZUG*** Moderne Raumaufteilung und perfekte Anbindung
            ","
                    Miete€ 995,00
                ","
                    Wohnfläche50 m²
                ","
                        Zimmer 2
                    ",1120 Wien
127,"
                ***NEUBAU-ERSTBEZUG*** Moderne Raumaufteilung und perfekte Anbindung
            ","
                    Miete€ 895,00
                ","
                    Wohnfläche46 m²
                ","
                        Zimmer 2
                    ",1120 Wien
127,"
                ***NEUBAU-ERSTBEZUG*** Moderne Raumaufteilung und perfekte Anbindung
            ","
                    Miete€ 1.090,00
                ","
                    Wohnfläche50 m²
                ","
                        Zimmer 2
                    ",1120 Wien
127,"
                ***NEUBAU-ERSTBEZUG*** Moderne Raumaufteilung und perfekte Anbindung
            ","
                    Miete€ 995,00
                ","
                    Wohnfläche46 m²
                ","
                        Zimmer 2
                    ",1120 Wien
127,"
                ***NEUBAU-ERSTBEZUG*** Moderne Raumaufteilung und perfekte Anbindung
            ","
                    Miete€ 1.790,00
                ","
                    Wohnfläche90 m²
                ","
                        Zimmer 3
                    ",1120 Wien
127,"
                Erstbezug ; Tolle 2-Zimmer-Wohnung mit Balkon und Terrasse - zu mieten in 1160 Wien
            ","
                    Miete€ 899,00
                ","
                    Wohnfläche47 m²
                ","
                        Zimmer 2
                    ",1160 Wien
127,"
                +1 MM Provision+ Erstbezug 2-Zimmer-Neubauwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-18
            ","
                    Miete€ 789,99
                ","
                    Wohnfläche44 m²
                ","
                        Zimmer 2
                    ",1210 Wien
127,"
                +1 MM Provision+ Erstbezug 2-Zimmer-Neubauwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-17
            ","
                    Miete€ 789,99
                ","
                    Wohnfläche44 m²
                ","
                        Zimmer 2
                    ",1210 Wien
128,"
                +1 MM Provision+ Erstbezug 2-Zimmer-Neubauwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-16
            ","
                    Miete€ 929,99
                ","
                    Wohnfläche52 m²
                ","
                        Zimmer 2
                    ",1210 Wien
128,"
                +1 MM Provision+ Erstbezug 2-Zimmer-Neubauwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-15
            ","
                    Miete€ 649,99
                ","
                    Wohnfläche37 m²
                ","
                        Zimmer 2
                    ",1210 Wien
128,"
                +1 MM Provision+ Erstbezug 2-Zimmer-Neubauwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-14
            ","
                    Miete€ 649,99
                ","
                    Wohnfläche37 m²
                ","
                        Zimmer 2
                    ",1210 Wien
128,"
                +1 MM Provision+ Erstbezug Neubauwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-13
            ","
                    Miete€ 1.019,99
                ","
                    Wohnfläche65 m²
                ","
                        Zimmer 3
                    ",1210 Wien
128,"
                +1 MM Provision+ Erstbezug 3-Zimmer-Gartenwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-12
            ","
                    Miete€ 989,99
                ","
                    Wohnfläche61 m²
                ","
                        Zimmer 3
                    ",1210 Wien
128,"
                +1 MM Provision+ Erstbezug Gartenwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-11
            ","
                    Miete€ 979,99
                ","
                    Wohnfläche55 m²
                ","
                        Zimmer 2
                    ",1210 Wien
128,"
                +1 MM Provision+ Erstbezug Gartenwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-10
            ","
                    Miete€ 730,00
                ","
                    Wohnfläche44 m²
                ","
                        Zimmer 2
                    ",1210 Wien
128,"
                +1 MM Provision+ Erstbezug Gartenwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-09
            ","
                    Miete€ 999,99
                ","
                    Wohnfläche63 m²
                ","
                        Zimmer 2
                    ",1210 Wien
128,"
                +1 MM Provision+ Erstbezug Gartenwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-08
            ","
                    Miete€ 1.099,99
                ","
                    Wohnfläche69 m²
                ","
                        Zimmer 2
                    ",1210 Wien
128,"
                +1 MM Provision+ Erstbezug Gartenwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-07
            ","
                    Miete€ 930,00
                ","
                    Wohnfläche49 m²
                ","
                        Zimmer 2
                    ",1210 Wien
128,"
                +1 MM Provision+ Erstbezug Gartenwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-06
            ","
                    Miete€ 850,32
                ","
                    Wohnfläche44 m²
                ","
                        Zimmer 2
                    ",1210 Wien
128,"
                +1 MM Provision+ Erstbezug Gartenwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-05
            ","
                    Miete€ 849,99
                ","
                    Wohnfläche44 m²
                ","
                        Zimmer 2
                    ",1210 Wien
128,"
                +1 MM Provision+ Erstbezug Gartenwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-03
            ","
                    Miete€ 729,99
                ","
                    Wohnfläche45 m²
                ","
                        Zimmer 2
                    ",1210 Wien
128,"
                +1 MM Provision+ Erstbezug Gartenwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-02
            ","
                    Miete€ 730,00
                ","
                    Wohnfläche45 m²
                ","
                        Zimmer 2
                    ",1210 Wien
128,"
                +1 MM Provision+ Erstbezug Gartenwohnung inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 3-01
            ","
                    Miete€ 1.089,99
                ","
                    Wohnfläche65 m²
                ","
                        Zimmer 3
                    ",1210 Wien
129,"
                +1 MM Provision+ 1-Zimmer-Dachterrassenwohnung Erstbezug inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 2-34
            ","
                    Miete€ 559,98
                ","
                    Wohnfläche32 m²
                ","
                        Zimmer 1
                    ",1210 Wien
129,"
                +1 MM Provision+ 3-Zimmer-Dachterrassenwohnung Erstbezug inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 2-33
            ","
                    Miete€ 1.099,99
                ","
                    Wohnfläche65 m²
                ","
                        Zimmer 3
                    ",1210 Wien
129,"
                +1 MM Provision+ 2-Zimmer-Dachterrassenwohnung Erstbezug inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 2-32
            ","
                    Miete€ 809,98
                ","
                    Wohnfläche44 m²
                ","
                        Zimmer 2
                    ",1210 Wien
129,"
                +1 MM Provision+ 3-Zimmer-Dachterrassenwohnung Erstbezug inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 2-31
            ","
                    Miete€ 959,99
                ","
                    Wohnfläche57 m²
                ","
                        Zimmer 3
                    ",1210 Wien
129,"
                +1 MM Provision+ 2-Zimmer-Dachterrassenwohnung Erstbezug inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 2-30
            ","
                    Miete€ 839,99
                ","
                    Wohnfläche46 m²
                ","
                        Zimmer 2
                    ",1210 Wien
129,"
                +1 MM Provision+ 2-Zimmer-Dachterrassenwohnung Erstbezug inkl Markenküche mit Geschirrspüler, Außenfläche und Kellerabteil / EDI7 2-29
            ","
                    Miete€ 799,99
                ","
                    Wohnfläche44 m²
                ","
                        Zimmer 2
                    ",1210 Wien
